Codigo_CUOC,Nombre_Ocupacion,Nivel_Competencia
35130,Técnicos en redes y tecnologías de la información / Técnicas en redes y tecnologías de la información,3
35140,Técnicos de la web / Técnicas de la web,3
35211,Operadores de cámara de cine y televisión / Operadoras de cámara de cine y televisión,3
35212,Técnicos en transmisión audiovisual / Técnicas en transmisión audiovisual,3
35213,"Asistentes en cine, televisión y artes escénicas / Asistentas en cine, televisión y artes escénicas",3
35214,Técnicos de producción de audio y sonido / Técnicas de producción de audio y sonido,3
35215,Asistentes de producción de audio y sonido / Asistentas de producción de audio y sonido,2
35221,Técnicos en telecomunicaciones / Técnicas en telecomunicaciones,3
35222,Supervisores de telecomunicaciones / Supervisoras de telecomunicaciones,3
35223,Operadores de radio / Operadoras de radio,2
41101,Oficinistas generales,2
41102,Auxiliares de aduana,2
41200,Secretarios generales / Secretarias generales,2
41310,Operadores de máquinas de procesamiento de texto y mecanógrafos / Operadoras de máquinas de procesamiento de texto y mecanógrafos,2
41321,Grabadores de datos / Grabadoras de datos,2
41322,Digitadores / Digitadoras,2
42110,Cajeros de bancos y afines / Cajeras de bancos y afines,2
42120,Receptores de apuestas y afines / Receptoras de apuestas y afines,2
42130,Prestamistas,2
42140,"Cobradores, auxiliares de cartera y afines / Cobradoras, auxiliares de cartera y afines",2
42210,Empleados de ventas y servicios de viajes / Empleadas de ventas y servicios de viajes,2
42220,Empleados de centros de llamadas / Empleadas de centros de llamadas,2
42230,Telefonistas,2
42240,Recepcionistas de hoteles,2
42251,Auxiliares de información y servicio al cliente,2
42252,Informadores turísticos / Informadoras turísticas,2
42260,Recepcionistas generales,2
42270,Entrevistadores de encuestas y de investigaciones de mercados / Entrevistadoras de encuestas y de investigaciones de mercados,2
42291,Auxiliares administrativos en salud / Auxiliares administrativas en salud,2
42299,Otros empleados de servicios de información al cliente no clasificados en otras ocupaciones / Otras empleadas de servicios de información al cliente no clasificados en otras ocupaciones,2
43110,"Auxiliares de contabilidad, costos y tesorería",2
43121,Auxiliares de servicios estadísticos y financieros,2
43122,Auxiliares de avalúos,2
43130,Auxiliares de nómina y prestaciones,2
43211,Auxiliares de almacén y pesaje,2
43212,Auxiliares de compras e inventarios,2
43220,Empleados de servicios de apoyo a la producción / Empleadas de servicios de apoyo a la producción,2
43231,Empleados y operarios de servicios de transporte / Empleadas y operarias de servicios de transporte,2
43232,Inspectores y controladores de transporte / Inspectoras y controladoras de transporte,3
44110,Empleados auxiliares de bibliotecas / Empleadas auxiliares de bibliotecas,2
44120,Empleados de servicios de correos / Empleadas de servicios de correos,2
44130,"Codificadores de datos, correctores de pruebas de imprenta y afines / Codificadoras de datos, correctores de pruebas de imprenta y afines",2
44140,Escribientes públicos y afines / Escribientes públicas y afines,2
44150,Empleados auxiliares de archivos / Empleadas auxiliares de archivos,2
44161,Auxiliares de talento humano,2
44162,Auxiliares de seguridad en el trabajo,2
44191,Auxiliares de publicación y afines,2
44199,Otro personal de apoyo administrativo no clasificados en otras ocupaciones / Otra personal de apoyo administrativo no clasificados en otras ocupaciones,2
51110,Personal de servicio a pasajeros,3
51120,Revisores y cobradores de los transportes públicos / Revisoras y cobradoras de los transportes públicos,2
51131,Guías de turismo,3
51132,Anfitriones turísticos locales / Anfitrionas turísticas locales,2
51201,Cocineros / Cocineras,2
51202,Sabedores de la cocina tradicional / Sabedoras de la cocina tradicional,2
51310,Meseros y capitanes de servicio a la mesa / Meseras y capitanes de servicio a la mesa,2
51321,Bartenders,2
51322,Baristas,2
51410,Peluqueros / Peluqueras,2
51421,Manicuristas y pedicuristas,2
51422,Cosmetólogos esteticistas / Cosmetólogas esteticistas,2
51423,Maquilladores / Maquilladoras,2
51424,Asesores de imagen / Asesoras de imagen,2
51429,Otras ocupaciones elementales de los servicios no clasificados en otras ocupaciones / Otras ocupaciones elementales de los servicios no clasificadas en otras ocupaciones,2
51510,"Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos / Supervisoras de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos",3
51520,Ecónomos y mayordomos domésticos / Ecónomas y mayordomas domésticas,2
51530,Conserjes y afines,2
51610,"Astrólogos, adivinos y afines / Astrólogas, adivinas y afines",2
51620,Acompañantes,2
51631,Tanatopractores / Tanatopractoras,3
51632,Coordinadores de servicios funerarios / Coordinadoras de servicios funerarios,3
51633,Personal de servicios funerarios,2
51640,Cuidadores de animales / Cuidadoras de animales,2
51650,Instructores de conducción / Instructoras de conducción,3
51690,Otros trabajadores de servicios personales no clasificados en otras ocupaciones / Otras trabajadoras de servicios personales no clasificados en otras ocupaciones,2
52110,Vendedores en quioscos y puestos de mercado / Vendedoras en quioscos y puestos de mercado,2
52120,Vendedores ambulantes de alimentos preparados para consumo inmediato / Vendedoras ambulantes de alimentos preparados para consumo inmediato,2
52210,Comerciantes de tiendas,2
52220,Supervisores de tiendas y almacenes / Supervisoras de tiendas y almacenes,3
52230,"Vendedores y auxiliares de venta en tiendas, almacenes y afines / Vendedoras y auxiliares de venta en tiendas, almacenes y afines",2
52300,"Cajeros de comercio, taquilleros y expendedores de boletas / Cajeras de comercio, taquilleros y expendedores de boletas",2
52410,"Modelos de moda, arte y publicidad",2
52420,"Demostradores de tiendas, almacenes y afines / Demostradoras de tiendas, almacenes y afines",2
52430,Vendedores puerta a puerta / Vendedoras puerta a puerta,2
52440,Vendedores a través de medios tecnológicos / Vendedoras a través de medios tecnológicos,2
52450,Expendedores de combustibles para vehículos / Expendedoras de combustibles para vehículos,2
52460,Vendedores de comidas en mostrador / Vendedoras de comidas en mostrador,2
52490,Otros vendedores no clasificados en otras ocupaciones / Otras vendedoras no clasificadas en otras ocupaciones,2
53110,Cuidadores de niños / Cuidadoras de niños,2
53120,Auxiliares de maestros y primera infancia,2
53210,Trabajadores de los cuidados personales en instituciones / Trabajadoras de los cuidados personales en instituciones,2
53220,Trabajadores de los cuidados personales a domicilio / Trabajadoras de los cuidados personales a domicilio,2
53291,Auxiliares en enfermería,2
53292,Auxiliares en salud oral,2
53293,Auxiliares en salud pública,2
53294,Auxiliares de laboratorio clínico,2
53295,Auxiliares en servicios farmacéuticos,2
53299,Trabajadores de los cuidados personales en servicios de salud no clasificados en otras ocupaciones / Trabajadoras de los cuidados personales en servicios de salud no clasificados en otras ocupaciones,2
54111,Oficiales de bomberos,4
54112,Suboficiales de bomberos,3
54113,Bomberos / Bomberas,2
54114,Rescatistas,2
54121,Oficiales de policía,4
54122,Suboficiales y nivel ejecutivo de la policía,3
54123,Patrulleros y agentes de policía / Patrulleras y agentes de policía,3
54124,Auxiliares de policía,2
54131,Oficiales del cuerpo de custodia y vigilancia,4
54132,Suboficiales del cuerpo de custodia y vigilancia,3
54133,Guardianes de prisión / Guardianas de prisión,2
54141,Supervisor de personal de vigilancia / Supervisora de personal de vigilancia,3
54142,"Vigilantes, guardas y personal operativo de seguridad privada",2
54191,Guardavidas y salvavidas,3
54192,Agentes de tránsito,2
54193,Técnicos operativos de tránsito / Técnicas operativas de tránsito,2
54199,Personal de los servicios de protección no clasificadas en otras ocupaciones,2
61111,Agricultores de cultivos extensivos / Agricultoras de cultivos extensivos,3
61112,Trabajadores agrícolas calificados de cultivos extensivos / Trabajadoras agrícolas calificadas de cultivos extensivos,2
61113,Trabajadores calificados de riego agrícola / Trabajadoras calificadas de riego agrícola,2
61121,Agricultores de plantaciones de árboles y arbustos / Agricultoras de plantaciones de árboles y arbustos,3
61122,Trabajadores agrícolas calificados de plantaciones de árboles y arbustos / Trabajadoras agrícolas calificadas de plantaciones de árboles y arbustos,2
61131,"Agricultores de huertas, invernaderos, viveros y jardines / Agricultoras de huertas, invernaderos, viveros y jardines",3
61132,"Trabajadores agrícolas calificados de huertas, invernaderos, viveros y jardines / Trabajadoras agrícolas calificadas de huertas, invernaderos, viveros y jardines",2
61140,Agricultores y trabajadores calificados de cultivos mixtos / Agricultoras y trabajadoras calificadas de cultivos mixtos,3
61211,Criadores de animales (excepto aves de corral) / Criadoras de animales (excepto aves de corral),3
61212,Trabajadores calificados de la cría de animales (excepto aves de corral) / Trabajadoras calificadas de la cría de animales (excepto aves de corral),2
61221,Avicultores / Avicultoras,3
61222,Trabajadores calificados de la avicultura / Trabajadoras calificadas de la avicultura,2
61230,Criadores y trabajadores calificados de la apicultura y la sericicultura / Criadoras y trabajadoras calificadas de la apicultura y la sericicultura,2
61290,"Criadores y trabajadores pecuarios calificados, avicultores y criadores de insectos no clasificados en otras ocupaciones / Criadoras y trabajadoras pecuarias calificadas, avicultoras y criadoras de insectos no clasificadas en otras ocupaciones",2
61300,Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado / Productoras y trabajadoras calificadas de explotaciones agropecuarias mixtas cuya producción se destina al mercado,2
62101,Trabajadores calificados de explotación forestal / Trabajadoras calificadas de explotación forestal,2
62102,Trabajadores de silvicultura y forestación / Trabajadoras de silvicultura y forestación,2
62211,Productores de acuicultura / Productoras de acuicultura,3
62212,Trabajadores acuícolas calificados / Trabajadoras acuícolas calificadas,2
62221,Capitanes y patrones de pesca de aguas dulces y costeras,3
62222,Pescadores de aguas dulces y costeras / Pescadoras de aguas dulces y costeras,2
62231,Capitanes y patrones de pesca de alta mar,2
62232,Pescadores de alta mar / Pescadoras de alta mar,2
62240,Cazadores y tramperos / Cazadoras y tramperas,2
63100,Trabajadores agrícolas de subsistencia / Trabajadoras agrícolas de subsistencia,2
63200,Trabajadores pecuarios de subsistencia / Trabajadoras pecuarias de subsistencia,2
63300,Trabajadores agropecuarios de subsistencia / Trabajadoras agropecuarias de subsistencia,2
63400,"Pescadores, cazadores, tramperos y recolectores de subsistencia / Pescadoras, cazadoras, tramperas y recolectoras de subsistencia",2
71110,Constructores de casas / Constructoras de casas,2
71120,Albañiles y oficiales de construcción,2
71130,"Labrantes, tronzadores y grabadores de piedra / Labrantes, tronzadores y grabadores de piedra",2
71140,"Operarios en cemento armado, enfoscadores y afines / Operarias en cemento armado, enfoscadores y afines",2
71150,Carpinteros de armar y de obra blanca / Carpinteras de armar y de obra blanca,2
71190,Oficiales y operarios de la construcción de obra gruesa y afines no clasificados en otras ocupaciones,2
71210,Techadores / Techadoras,2
71221,Enchapadores / Enchapadoras,2
71222,Instaladores de pisos / Instaladoras de pisos,2
71230,Revocadores / Revocadoras,2
71240,Instaladores de material aislante y de insonorización / Instaladoras de material aislante y de insonorización,2
71250,Cristaleros y vidrieros / Cristaleras y vidrieras,2
71261,Fontaneros y plomeros / Fontaneras y plomeras,2
71262,Instaladores de tuberías para sistemas de extinción de incendios / Instaladoras de tuberías para sistemas de extinción de incendios,2
71263,Instaladores de redes y equipos a gas / Instaladoras de redes y equipos a gas,2
71264,Operarios de mantenimiento de redes de abastecimiento de agua y gas / Operarias de mantenimiento de redes de abastecimiento de agua y gas,2
71270,Mecánicos montadores de aire acondicionado y refrigeración / Mecánicas montadoras de aire acondicionado y refrigeración,2
71310,Pintores y empapeladores / Pintoras y empapeladoras,2
71320,Barnizadores y afines / Barnizadoras y afines,2
71330,Limpiadores de fachadas y deshollinadores / Limpiadoras de fachadas y deshollinadores,2
72110,"Operarios de fundición, moldeadores y macheros / Operarias de fundición, moldeadores y macheros",2
72120,Soldadores y oxicortadores / Soldadoras y oxicortadoras,2
72131,Chapistas y caldereros / Chapistas y caldereras,2
72132,Latoneros / Latoneras,2
72140,Montadores de estructuras metálicas / Montadoras de estructuras metálicas,2
72151,Aparejadores / Aparejadoras,2
72152,Instaladores y empalmadores de cables / Instaladoras y empalmadoras de cables,2
72210,Herreros y forjadores / Herreras y forjadoras,2
72220,Herramentistas y afines,2
72230,Ajustadores y operadores de máquinas herramientas / Ajustadoras y operadoras de máquinas herramientas,2
72240,Pulidores de metales y afiladores de herramientas / Pulidoras de metales y afiladores de herramientas,2
72310,Mecánicos y reparadores de vehículos de motor / Mecánicas y reparadoras de vehículos de motor,2
72320,Mecánicos y reparadores de sistemas y motores de aeronaves / Mecánicas y reparadoras de sistemas y motores de aeronaves,2
72331,Mecánicos industriales / Mecánicas industriales,2
72332,Mecánicos de equipo pesado / Mecánicas de equipo pesado,2
72333,"Mecánicos de maquinaria textil, confección, cuero, calzado y marroquinería / Mecánicas de maquinaria textil, confección, cuero, calzado y marroquinería",2
72334,Marineros de sala de máquinas / Marineras de sala de máquinas,2
72335,Auxiliares en automatización e instrumentación industrial,2
72340,Reparadores de bicicletas y afines / Reparadoras de bicicletas y afines,2
73110,Mecánicos y reparadores de instrumentos de precisión / Mecánicas y reparadoras de instrumentos de precisión,2
73120,Fabricantes y afinadores de instrumentos musicales / Fabricantes y afinadoras de instrumentos musicales,2
73140,Alfareros y ceramistas (barro y arcilla) / Alfareras y ceramistas (barro y arcilla),2
73151,"Operarios de fabricación, moldeo y acabado del vidrio / Operarias de fabricación, moldeo y acabado del vidrio",2
73152,Artesanos de trabajos en vidrio / Artesanas de trabajos en vidrio,2
73160,"Rotulistas, pintores decorativos y grabadores / Rotulistas, pintoras decorativas y grabadoras",2
73211,Pre-impresores y pre-prensistas de artes gráficas / Pre-impresoras y pre-prensistas de artes gráficas,2
73212,Tipógrafos / Tipógrafas,2
73220,Impresores de artes gráficas / Impresoras de artes gráficas,2
73230,Encuadernadores y afines / Encuadernadoras y afines,2
73310,Tejedores con telares / Tejedoras con telares,2
73320,Tejedores con agujas / Tejedoras con agujas,2
73330,Otros tejedores / Otras tejedoras,2
73410,Cesteros y mimbreros / Cesteras y mimbreras,2
73420,Sombrereros artesanales / Sombrereras artesanales,2
73510,Talladores de piezas artesanales de madera / Talladoras de piezas artesanales de madera,2
73520,Decoradores de piezas artesanales en madera / Decoradoras de piezas artesanales en madera,2
73610,Joyeros / Joyeras,2
73620,Orfebres y plateros / Orfebres y plateras,2
73630,Bisuteros / Bisuteras,2
73700,Artesanos del cuero / Artesanas del cuero,2
73910,Artesanos de papel / Artesanas de papel,2
73920,Artesanos del hierro y otros metales / Artesanas del hierro y otros metales,2
73930,Artesanos de las semillas y cortezas vegetales / Artesanas de las semillas y cortezas vegetales,2
73991,Artesanos de trabajos en materiales líticos / Artesanas de trabajos en materiales líticos,2
73999,Artesanos de otros materiales no clasificados en otras ocupaciones / Artesanas de otros materiales no clasificados en otras ocupaciones,2
74111,"Electricistas de obra, residenciales y afines",2
74112,Ayudantes electricistas,2
74121,Electricistas industriales,2
74122,Reparadores de aparatos electrodomésticos / Reparadoras de aparatos electrodomésticos,2
74123,Mecánicos electricistas / Mecánicas electricistas,2
74130,Instaladores y reparadores de líneas eléctricas / Instaladoras y reparadoras de líneas eléctricas,2
74210,"Ajustadores, reparadores e instaladores en electrónica / Ajustadoras, reparadoras e instaladoras en electrónica",2
74221,Técnicos instaladores de redes y líneas de telecomunicaciones / Técnicas instaladoras de redes y líneas de telecomunicaciones,2
74222,"Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de telecomunicaciones / Auxiliares técnicas de instalación, mantenimiento y reparación de sistemas de telecomunicaciones",2
74223,Operarios de mantenimiento y servicio de televisión por cable / Operarias de mantenimiento y servicio de televisión por cable,2
75110,"Carniceros, pescaderos y afines / Carniceras, pescaderas y afines",2
75121,"Panaderos, pasteleros y confiteros / Panaderas, pasteleras y confiteras",2
75122,Paneleros / Paneleras,2
75130,Operarios de la elaboración de productos lácteos / Operarias de la elaboración de productos lácteos,2
75140,"Operarios de la conservación de frutas, legumbres, verduras y afines / Operarias de la conservación de frutas, legumbres, verduras y afines",2
75150,Catadores y clasificadores de alimentos y bebidas / Catadoras y clasificadoras de alimentos y bebidas,2
75160,Preparadores y elaboradores de cigarros y productos del tabaco / Preparadoras y elaboradoras de cigarros y productos del tabaco,2
75210,Operarios del tratamiento de la madera / Operarias del tratamiento de la madera,2
75220,Ebanistas y carpinteros (excluye carpinteros de armar y de obra blanca) / Ebanistas y carpinteras (excluye carpinteras de armar y de obra blanca),2
75230,Ajustadores y operadores de máquinas para trabajar madera / Ajustadoras y operadoras de máquinas para trabajar madera,2
75310,"Sastres, modistos, peleteros y sombrereros / Sastresas, modistas, peleteras y sombrereras",2
75321,"Patronistas de productos de tela, cuero y piel",3
75322,"Cortadores de tela, cuero y piel / Cortadoras de tela, cuero y piel",2
75330,"Costureros, bordadores y afines / Costureras, bordadoras y afines",2
75340,"Tapiceros, colchoneros y afines / Tapiceras, colchoneras y afines",2
75350,"Apelambradores, pellejeros y curtidores / Apelambradoras, pellejeras y curtidoras",2
75360,Zapateros y afines / Zapateras y afines,2
75410,Buzos / Buzas,2
75420,Dinamiteros y pegadores / Dinamiteras y pegadoras,2
75431,Analistas de calidad de textiles,2
75432,"Inspectores de control de calidad, fabricación de productos de tela, piel y cuero / Inspectoras de control de calidad, fabricación de productos de tela, piel y cuero",2
75433,"Inspectores de control de calidad, procesamiento de la madera / Inspectoras de control de calidad, procesamiento de la madera",2
75439,Clasificadores y probadores de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones / Clasificadoras y probadoras de productos (excluyendo alimentos y bebidas) no clasificados en otras ocupaciones,2
75440,Fumigadores y otros controladores de plagas y malas hierbas / Fumigadoras y otras controladoras de plagas y malas hierbas,2
75491,Operarios y auxiliares de mecánica oftálmica / Operarias y auxiliares de mecánica oftálmica,2
75499,"Otros oficiales, operarios y oficios relacionados no clasificados en otras ocupaciones / Otras oficiales, operarias y oficios relacionados no clasificados en otras ocupaciones",2
81111,Mineros y canteros / Mineras y canteras,2
81112,Operadores de servicios e instalaciones mineras / Operadoras de servicios e instalaciones mineras,2
81113,Operadores de equipo pesado de minería / Operadoras de equipo pesado de minería,2
81120,Operadores de instalaciones de procesamiento de minerales y rocas / Operadoras de instalaciones de procesamiento de minerales y rocas,2
81131,Perforadores de pozos de gas y petróleo / Perforadoras de pozos de gas y petróleo,2
81132,Perforadores de pozos de agua / Perforadoras de pozos de agua,2
81133,Operadores de servicios en perforación de petróleo y gas / Operadoras de servicios en perforación de petróleo y gas,2
81134,Operadores de producción de hidrocarburos / Operadoras de producción de hidrocarburos,2
81135,Operadores de servicios a pozos de hidrocarburos / Operadoras de servicios a pozos de hidrocarburos,2
81136,Operadores de torres de perforación de pozos hidrocarburos / Operadoras de torres de perforación de pozos hidrocarburos,2
81140,Operadores de máquinas para fabricar cemento y otros productos minerales / Operadoras de máquinas para fabricar cemento y otros productos minerales,2
81210,Operadores de instalaciones de procesamiento de metales / Operadoras de instalaciones de procesamiento de metales,2
81220,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales / Operadoras de máquinas pulidoras, galvanizadoras y recubridoras de metales",2
81311,Operadores de máquinas de planta química / Operadoras de máquinas de planta química,2
81312,Operadores de planta de gas / Operadoras de planta de gas,2
81320,Operadores de máquinas y procesadores fotográficos y de películas / Operadoras de máquinas y procesadores fotográficos y de películas,2
81410,Operadores de máquinas para fabricar y procesar productos de caucho / Operadoras de máquinas para fabricar y procesar productos de caucho,2
81420,Operadores de máquinas para fabricar productos de material plástico / Operadoras de máquinas para fabricar productos de material plástico,2
81430,Operadores de máquinas para fabricar productos de papel / Operadoras de máquinas para fabricar productos de papel,2
81510,"Operadores de máquinas de preparación de fibras, hilado y devanado / Operadoras de máquinas de preparación de fibras, hilado y devanado",2
81520,Operadores de telares y otras máquinas tejedoras / Operadoras de telares y otras máquinas tejedoras,2
81530,Operadores de máquinas de coser y bordar / Operadoras de máquinas de coser y bordar,2
81540,"Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos / Operadoras de máquinas de blanqueamiento, teñido y limpieza de tejidos",2
81550,Operadores de máquinas de tratamiento de pieles y cueros / Operadoras de máquinas de tratamiento de pieles y cueros,2
81560,Operadores de máquinas para la fabricación de calzado y afines / Operadoras de máquinas para la fabricación de calzado y afines,2
81570,Operadores de máquinas de lavandería / Operadoras de máquinas de lavandería,2
81590,Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificadas en otras ocupaciones / Operadoras de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificadas en otras ocupaciones,2
81600,Operadores de máquinas para elaborar alimentos y productos afines / Operadoras de máquinas para elaborar alimentos y productos afines,2
81711,Operadores de máquinas para la fabricación de papel / Operadoras de máquinas para la fabricación de papel,2
81712,Operadores de máquinas para la producción de pulpa / Operadoras de máquinas para la producción de pulpa,2
81720,Operadores de instalaciones de procesamiento de la madera / Operadoras de instalaciones de procesamiento de la madera,2
81811,"Operadores de fabricación, moldeo y acabado del vidrio / Operadoras de fabricación, moldeo y acabado del vidrio",2
81812,Operadores de moldeo de arcilla y piedra / Operadoras de moldeo de arcilla y piedra,2
81820,Operadores de máquinas de vapor y calderas / Operadoras de máquinas de vapor y calderas,2
81830,"Operadores de máquinas de embalaje, embotellamiento y etiquetado / Operadoras de máquinas de embalaje, embotellamiento y etiquetado",2
81891,Operadores portuarios / Operadoras portuarias,2
81899,Otros operadores de máquinas y de instalaciones fijas no clasificados en otras ocupaciones / Otras operadoras de máquinas y de instalaciones fijas no clasificados en otras ocupaciones,2
82110,Ensambladores de maquinaria mecánica / Ensambladoras de maquinaria mecánica,2
82121,Ensambladores de productos electrónicos / Ensambladoras de productos electrónicos,2
82122,Ensambladores de aparatos y equipo eléctrico / Ensambladoras de aparatos y equipo eléctrico,2
82123,Ensambladores de transformadores y motores eléctricos industriales / Ensambladoras de transformadores y motores eléctricos industriales,2
82124,Operadores de máquinas para la fabricación de productos y componentes eléctricos / Operadoras de máquinas para la fabricación de productos y componentes eléctricos,2
82190,Ensambladores no clasificados en otras ocupaciones / Ensambladoras no clasificadas en otras ocupaciones,2
83110,Maquinistas de transporte ferroviario,2
83120,"Guardafrenos, guardagujas y agentes de maniobras",2
83210,Conductores de motocicletas / Conductoras de motocicletas,2
83230,Conductores de camionetas y vehículos livianos / Conductoras de camionetas y vehículos livianos,2
83240,Conductores de taxis / Conductoras de taxis,2
83310,"Conductores de buses, microbuses y tranvías / Conductoras de buses, microbuses y tranvías",2
83320,Conductores de camiones y vehículos pesados / Conductoras de camiones y vehículos pesados,2
83410,Operadores de maquinaria agrícola y forestal móvil / Operadoras de maquinaria agrícola y forestal móvil,2
83420,"Operadores de máquinas de movimiento de tierras, construcción de vías y afines / Operadoras de máquinas de movimiento de tierras, construcción de vías y afines",2
83430,"Operadores de grúas, aparatos elevadores y afines / Operadoras de grúas, aparatos elevadores y afines",2
83440,Operadores de montacargas / Operadoras de montacargas,2
83501,Marineros de cubierta y de apoyo / Marineras de cubierta y de apoyo,2
83502,Operadores de embarcaciones menores / Operadoras de embarcaciones menores,2
91110,Personal de servicio doméstico,1
91120,"Aseadores de oficinas, hoteles y otros establecimientos / Aseadoras de oficinas, hoteles y otros establecimientos",1
91210,Lavanderos y planchadores manuales / Lavanderas y planchadoras manuales,1
91220,Lavadores de vehículos / Lavadoras de vehículos,1
91230,Limpiadores de ventanas y vitrinas / Limpiadoras de ventanas y vitrinas,1
91290,Otro personal de limpieza no clasificados en otras ocupaciones / Otra personal de limpieza no clasificados en otras ocupaciones,1
92110,Obreros y peones de explotaciones agrícolas / Obreras y peonas de explotaciones agrícolas,1
92120,Obreros y peones de explotaciones ganaderas / Obreras y peonas de explotaciones ganaderas,1
92130,Obreros y peones de explotaciones agropecuarias / Obreras y peonas de explotaciones agropecuarias,1
92140,Obreros y peones de jardinería y horticultura / Obreras y peonas de jardinería y horticultura,1
92150,Obreros y peones forestales y de silvicultura / Obreras y peonas forestales y de silvicultura,1
92160,Obreros y peones de pesca y acuicultura / Obreras y peonas de pesca y acuicultura,1
93111,Obreros y peones de minas y canteras / Obreras y peonas de minas y canteras,1
93112,Obreros y ayudantes de producción en pozos de petróleo y gas / Obreras y ayudantas de producción en pozos de petróleo y gas,1
93121,Obreros y ayudantes de obras públicas y mantenimiento / Obreras y ayudantas de obras públicas y mantenimiento,1
93122,Obreros y operarios de cementerios / Obreras y operarias de cementerios,1
93130,Obreros y peones de la construcción / Obreras y peonas de la construcción,1
93210,Empacadores manuales / Empacadoras manuales,1
93291,Obreros y ayudantes en el procesamiento de la madera y producción de pulpa y papel / Obreras y ayudantas en el procesamiento de la madera y producción de pulpa y papel,1
93292,Obreros y ayudantes en el tratamiento de metales y minerales / Obreras y ayudantas en el tratamiento de metales y minerales,1
93293,Obreros y ayudantes de planta química / Obreras y ayudantas de planta química,1
93294,Obreros y ayudantes en la elaboración de alimentos y bebidas / Obreras y ayudantas en la elaboración de alimentos y bebidas,1
93299,Obreros y peones de la industria manufacturera no clasificados en otras ocupaciones / Obreras y peonas de la industria manufacturera no clasificadas en otras ocupaciones,1
93310,Conductores de vehículos accionados a pedal o a brazo / Conductoras de vehículos accionados a pedal o a brazo,1
93320,Conductores de vehículos y maquinaria de tracción animal / Conductoras de vehículos y maquinaria de tracción animal,1
93331,Obreros y peones de carga y descarga / Obreras y peonas de carga y descarga,1
93332,Obreros y peones portuarios / Obreras y peonas portuarias,1
93333,Operarios y auxiliares de rampa de transporte aéreo / Operarias y auxiliares de rampa de transporte aéreo,2
93334,Ayudantes de transporte automotor,1
93340,Surtidores de estanterías / Surtidoras de estanterías,1
94110,Cocineros de comidas rápidas / Cocineras de comidas rápidas,1
94120,Ayudantes de cocina,1
95100,Trabajadores ambulantes de servicios y afines / Trabajadoras ambulantes de servicios y afines,1
95200,Vendedores ambulantes (excluyendo comidas de preparación inmediata) / Vendedoras ambulantes (excluyendo comidas de preparación inmediata),1
96110,Recolectores de basura y material reciclable / Recolectoras de basura y material reciclable,1
96120,Clasificadores de desechos / Clasificadoras de desechos,1
96130,Ayudantes y operarios de barrido y limpieza de vías y áreas públicas / Ayudantes y operarias de barrido y limpieza de vías y áreas públicas,1
96211,"Mandaderos, maleteros y repartidores / Mandaderas, maleteras y repartidoras",1
96212,Mensajeros / Mensajeras,1
96220,Personas que realizan trabajos varios,1
96240,Acarreadores de agua y recolectores de leña / Acarreadoras de agua y recolectores de leña,1
96250,Recolectores de dinero y surtidores de máquinas de venta automática / Recolectoras de dinero y surtidores de máquinas de venta automática,1
96260,Lectores de medidores / Lectoras de medidores,1
96291,Auxiliares de servicios de recreación y deporte,1
96292,Ayudantes de mecánica y servicio automotriz,1
96299,Otras ocupaciones elementales no clasificadas en otras ocupaciones,1
